session,predict
"[2121, 6642]","[2181, 5498, 1792, 15, 6507, 4495, 838, 3471, 2122, 8273, 141, 3889, 6183, 1428, 621, 3580, 512, 2018, 4443, 1565]"
"[5923, 1953, 3246, 5204]","[8, 2980, 1373, 8279, 195, 70, 1625, 4417, 289, 506, 107, 283, 291, 1358, 3071, 7847, 175, 629, 238, 3652]"
[483],"[44, 3065, 3706, 2346, 1834, 484, 238, 4651, 6681, 4370, 423, 2903, 5297, 2011, 2776, 1591, 504, 320, 7423, 2144]"
[9530],"[4000, 9531, 8776, 1825, 7660, 1411, 4178, 1, 1424, 2544, 5684, 3557, 2768, 1134, 5158, 4603, 985, 1396, 6244, 3376]"
[13],"[2884, 2481, 9665, 24, 7413, 3067, 8311, 3659, 3072, 4222, 426, 706, 33, 66, 104, 190, 273, 1152, 53, 12]"
"[2478, 358]","[6459, 4839, 7501, 1077, 4133, 749, 1729, 615, 4945, 5253, 1717, 4348, 2531, 220, 1097, 3823, 8751, 6531, 3110, 1522]"
[2039],"[204, 24, 1990, 8715, 2072, 7902, 8116, 896, 2807, 23, 4676, 311, 1196, 3069, 1597, 611, 3367, 3029, 5474, 813]"
"[194, 354]","[1276, 1653, 9418, 7681, 3571, 5204, 2920, 6344, 4959, 330, 7827, 2605, 722, 926, 1043, 2439, 197, 175, 408, 900]"
[41],"[195, 1110, 450, 329, 433, 188, 203, 764, 3077, 220, 4586, 149, 1204, 1227, 571, 420, 2771, 330, 743, 1594]"
[701],"[180, 196, 661, 347, 8240, 181, 702, 15, 1875, 4135, 2376, 2386, 961, 2169, 954, 5552, 459, 3296, 359, 669]"
"[6323, 114]","[1252, 1929, 3547, 6169, 1963, 9719, 147, 1979, 7683, 1798, 1528, 358, 3421, 2903, 1184, 3382, 4650, 263, 984, 5560]"
"[2534, 9022, 6519]","[4089, 287, 1097, 1181, 2808, 4935, 7627, 723, 1875, 6269, 473, 331, 3250, 906, 6546, 956, 5524, 4038, 42, 1156]"
[1203],"[9082, 1204, 356, 1783, 571, 1276, 3108, 1168, 220, 149, 188, 227, 478, 420, 171, 41, 3799, 3238, 1367, 329]"
"[6415, 2424, 36]","[6090, 1419, 1304, 1904, 1062, 2482, 2868, 398, 5205, 151, 7424, 2902, 1225, 1072, 2828, 5050, 2691, 9648, 7216, 4141]"
[2336],"[3877, 841, 1856, 2167, 1532, 165, 4388, 1919, 6793, 501, 3774, 4640, 5134, 3522, 3020, 1017, 5314, 152, 378, 2234]"
[524],"[3579, 8, 6593, 2406, 3927, 362, 2580, 66, 1833, 4309, 1462, 1149, 3264, 2739, 2592, 5895, 5816, 53, 1545, 685]"
"[183, 4041]","[304, 2534, 53, 2105, 1028, 33, 104, 4254, 1358, 3067, 24, 464, 6025, 1233, 3855, 1010, 566, 17, 4833, 1669]"
[5921],"[164, 104, 5922, 1457, 1640, 3060, 1454, 4143, 183, 19, 2425, 685, 1358, 1788, 53, 856, 6492, 777, 1178, 489]"
[6461],"[476, 6462, 1276, 149, 3238, 998, 220, 1184, 434, 658, 131, 506, 2072, 15, 107, 2112, 117, 238, 3139, 1829]"
[490],"[1162, 252, 2204, 2257, 8428, 6135, 518, 2055, 197, 171, 1795, 9274, 1731, 491, 3344, 764, 3264, 2017, 986, 434]"
"[8946, 1206]","[1139, 7885, 8748, 1261, 759, 3810, 6190, 4661, 602, 1588, 3260, 4858, 1441, 1270, 3389, 7757, 4813, 362, 1207, 2195]"
[6699],"[3454, 1832, 3839, 3569, 8219, 629, 260, 3927, 2799, 330, 4387, 3246, 238, 117, 1675, 3929, 101, 195, 3844, 128]"
[5254],"[8543, 7215, 5255, 2206, 907, 3511, 2527, 8476, 1107, 1921, 4637, 762, 1302, 5518, 1021, 5457, 5113, 4746, 160, 5236]"
"[3238, 6205]","[8767, 7034, 3610, 237, 7384, 7131, 642, 4761, 4360, 2062, 6780, 37, 4923, 5917, 3604, 3156, 6125, 1658, 7156, 6727]"
[5718],"[1077, 6589, 205, 128, 1852, 434, 2068, 5679, 2497, 127, 1584, 4616, 5719, 3143, 2595, 923, 3815, 2590, 704, 1968]"
[3246],"[1892, 6068, 7572, 1594, 6659, 8132, 2363, 800, 434, 5272, 2605, 735, 302, 149, 4439, 1042, 451, 6143, 1874, 3552]"
[5703],"[2059, 1003, 7420, 5704, 4996, 596, 2485, 2307, 292, 877, 15, 3216, 331, 972, 7303, 6422, 4751, 3500, 70, 217]"
[136],"[1322, 72, 675, 15, 2455, 753, 7683, 976, 1513, 614, 1386, 2096, 5225, 118, 6855, 756, 9256, 2365, 814, 4105]"
[629],"[2068, 568, 123, 128, 92, 257, 812, 4437, 230, 3711, 194, 2447, 129, 4636, 1990, 171, 1106, 4354, 675, 1982]"
"[8816, 6636]","[6637, 3962, 2193, 427, 3832, 3386, 6963, 1899, 128, 2833, 319, 3978, 4038, 5810, 695, 8445, 117, 95, 195, 3241]"
"[3065, 2938]","[5309, 952, 2188, 188, 831, 481, 367, 304, 1386, 53, 104, 7134, 629, 490, 1799, 127, 454, 3188, 4159, 150]"
"[278, 6474]","[1341, 2829, 3038, 2920, 4697, 2176, 2353, 1258, 3143, 7237, 564, 8683, 7012, 1380, 152, 1425, 8285, 1600, 999, 577]"
"[4201, 4418]","[7673, 6237, 6362, 5716, 8142, 4206, 9335, 5174, 2079, 1932, 675, 3044, 5402, 1492, 1772, 977, 8958, 2142, 3471, 3632]"
[318],"[319, 5523, 3145, 3249, 1022, 7806, 3717, 2141, 5314, 6208, 4450, 3875, 756, 6143, 568, 230, 227, 564, 986, 4467]"
[2266],"[7010, 1459, 133, 1334, 2079, 6265, 491, 15, 3196, 131, 595, 53, 479, 456, 3238, 1455, 502, 653, 6394, 2095]"
[5944],"[896, 1395, 6521, 5499, 1588, 8735, 1308, 8769, 744, 5154, 8682, 324, 1488, 8, 3806, 7936, 926, 5081, 734, 3140]"
[2094],"[4127, 330, 833, 53, 1934, 2884, 586, 1635, 1978, 1660, 19, 3319, 1156, 1312, 2553, 4501, 336, 2556, 423, 489]"
[4759],"[4901, 241, 854, 4778, 4569, 2410, 4878, 4050, 7909, 2606, 2940, 2821, 2528, 1275, 7525, 6603, 5743, 6207, 3048, 8758]"
[6684],"[1774, 3774, 2828, 1203, 8, 164, 2104, 84, 3238, 4323, 53, 3555, 1465, 2584, 1892, 677, 2118, 4963, 2802, 1640]"
[6918],"[6035, 6532, 4742, 5150, 445, 2040, 1362, 3972, 4452, 1660, 3028, 453, 758, 4574, 1693, 40, 5637, 4905, 6636, 3877]"
"[151, 2677]","[5647, 3484, 3694, 1103, 5301, 3721, 6593, 5950, 1021, 3562, 69, 72, 5248, 338, 8598, 3285, 976, 1148, 205, 5565]"
[7435],"[3024, 5058, 6800, 3054, 6900, 488, 1690, 1689, 257, 1077, 4373, 7436, 2527, 1564, 749, 2926, 3231, 3718, 6498, 1515]"
"[363, 4603, 109]","[844, 330, 6903, 9753, 5869, 5428, 110, 127, 1832, 205, 6860, 6237, 1934, 2460, 4984, 5861, 1546, 72, 1462, 4274]"
"[3820, 18]","[2094, 7471, 5861, 1123, 1087, 836, 247, 1626, 1463, 3461, 2662, 1021, 617, 540, 9058, 6301, 7644, 3241, 3123, 4507]"
"[9348, 1187, 2520]","[450, 330, 5116, 812, 3169, 5423, 3404, 3295, 7102, 601, 3208, 4280, 3267, 620, 1640, 4636, 7407, 602, 9585, 1702]"
"[7165, 6234]","[2544, 2830, 1641, 7225, 850, 265, 6667, 3701, 592, 490, 955, 6064, 553, 684, 6659, 2430, 188, 1441, 5824, 915]"
"[5211, 763]","[7385, 6487, 4908, 1055, 2616, 317, 32, 2903, 4421, 17, 3227, 828, 566, 3200, 264, 2828, 3432, 2212, 1170, 1669]"
[227],"[2631, 710, 1602, 1373, 7468, 924, 4783, 1963, 1853, 222, 1186, 1640, 340, 1541, 1281, 455, 228, 1382, 8203, 4688]"
[6757],"[6758, 1265, 3285, 713, 1184, 2581, 102, 2989, 6305, 2477, 152, 6785, 2454, 4030, 3499, 136, 1434, 6478, 1261, 5747]"
[171],"[194, 1276, 2278, 257, 221, 1172, 3246, 1676, 2018, 5393, 1133, 9443, 5116, 151, 220, 6585, 812, 1261, 735, 107]"
"[183, 6657]","[1196, 2330, 4333, 210, 605, 457, 6025, 201, 1302, 2106, 5719, 2806, 6040, 1835, 7706, 1686, 1243, 1411, 461, 6068]"
"[4181, 1930]","[2483, 1301, 6190, 6061, 5004, 3204, 3138, 2539, 9762, 4417, 1528, 5895, 4452, 1977, 3905, 2662, 3978, 2070, 4506, 2821]"
[540],"[128, 541, 3999, 194, 847, 5128, 127, 3104, 4060, 652, 223, 5499, 278, 3132, 548, 7106, 1600, 2353, 813, 2068]"
"[4513, 6500]","[2081, 92, 7030, 4193, 7165, 621, 1791, 5456, 2162, 602, 76, 3296, 2662, 1037, 753, 1197, 237, 1156, 4351, 2524]"
[8],"[330, 1535, 331, 4995, 152, 3866, 325, 1928, 4802, 18, 1767, 2334, 906, 9, 707, 4697, 8265, 956, 28, 959]"
"[17, 304]","[1469, 1423, 7266, 383, 754, 2214, 4160, 2805, 1534, 454, 3359, 447, 33, 1843, 1804, 4863, 7445, 1788, 3021, 5805]"
"[195, 107, 8011]","[36, 1690, 288, 490, 1913, 354, 6706, 2433, 4750, 2556, 8797, 5343, 827, 2498, 1343, 4008, 1682, 398, 1968, 2801]"
"[314, 2365]","[330, 1140, 118, 9463, 2267, 3255, 2268, 3874, 4181, 4122, 72, 1537, 2520, 2930, 152, 412, 1758, 977, 6288, 1452]"
"[2604, 2766]","[991, 5575, 5743, 195, 2484, 4447, 434, 3943, 1938, 4460, 1418, 3776, 1314, 4517, 8034, 3259, 2335, 5025, 7217, 3816]"
[2173],"[4729, 9391, 538, 2672, 1819, 1878, 1897, 2662, 8267, 195, 1019, 6586, 6196, 3693, 1528, 3866, 977, 675, 7360, 4625]"
[1552],"[1145, 1553, 5427, 449, 4745, 7816, 481, 188, 1135, 3363, 4154, 3965, 3028, 1594, 5399, 6632, 2142, 36, 2903, 329]"
"[1832, 172]","[2594, 2576, 2919, 5966, 1977, 760, 5986, 1462, 1022, 3288, 5129, 638, 1953, 3693, 1737, 2582, 5240, 1750, 9395, 2810]"
"[2462, 5610]","[1046, 6420, 4143, 9350, 7713, 192, 2463, 755, 135, 469, 53, 1625, 1595, 849, 3150, 825, 6904, 5712, 2329, 5496]"
[5418],"[8035, 902, 3010, 4003, 1203, 325, 7580, 1293, 1877, 1622, 5525, 1636, 5660, 6844, 4910, 1535, 2460, 9370, 8920, 4828]"
[250],"[1766, 183, 527, 317, 53, 164, 12, 2080, 1529, 1912, 1741, 1047, 3511, 1481, 757, 304, 1992, 5891, 1151, 3224]"
[1253],"[1047, 4197, 2561, 454, 455, 984, 1360, 2066, 5444, 2080, 6991, 3615, 9734, 102, 3031, 5996, 19, 483, 3047, 2520]"
"[278, 3383, 3999]","[320, 831, 329, 2776, 1225, 6659, 1919, 1342, 6131, 36, 3371, 2251, 195, 868, 1655, 321, 283, 827, 128, 4938]"
"[2000, 2334]","[330, 118, 5396, 7156, 2091, 18, 855, 2199, 324, 733, 326, 423, 719, 4150, 2226, 1395, 325, 6901, 851, 2346]"
[2736],"[614, 2697, 675, 840, 36, 29, 15, 2625, 594, 4973, 1144, 6017, 824, 7936, 1801, 1453, 1099, 433, 4712, 976]"
"[269, 3501, 1674]","[104, 2038, 2527, 1194, 2461, 270, 449, 8819, 1788, 1702, 41, 2894, 487, 1361, 1145, 5425, 317, 1027, 1263, 7166]"
[88],"[89, 2654, 970, 2017, 754, 2099, 2238, 1792, 240, 5334, 53, 4213, 9628, 2052, 5571, 2413, 2553, 1913, 4839, 1670]"
[834],"[1022, 3812, 5722, 3480, 3882, 6798, 1132, 2363, 762, 5744, 434, 227, 1994, 2321, 1999, 347, 2046, 663, 758, 151]"
[123],"[92, 2068, 2852, 2067, 5368, 129, 1025, 1251, 939, 123, 461, 127, 122, 95, 343, 6079, 223, 629, 8131, 2681]"
[273],"[263, 1798, 2827, 891, 1360, 2345, 188, 28, 15, 812, 4800, 6716, 4968, 1696, 4933, 6981, 1582, 661, 914, 9780]"
"[540, 128]","[5641, 5499, 7287, 1276, 541, 2204, 1251, 4003, 129, 4822, 5525, 1280, 288, 1733, 2067, 813, 3164, 892, 5713, 2257]"
"[2613, 222]","[1373, 1640, 6974, 223, 4417, 3325, 2210, 922, 2584, 1186, 2018, 3616, 19, 5327, 1360, 554, 53, 407, 6653, 2631]"
[3262],"[2842, 1833, 4540, 3028, 1453, 7695, 2083, 5112, 5415, 1871, 9321, 434, 7675, 2465, 734, 2810, 1140, 7826, 1758, 350]"
[5854],"[6854, 1733, 5971, 3565, 2886, 172, 4142, 675, 4464, 1513, 1387, 997, 3815, 310, 976, 7268, 4520, 394, 2081, 126]"
[2121],"[1565, 1765, 7071, 4831, 6733, 857, 2380, 250, 3644, 6678, 652, 5666, 621, 4279, 6654, 2556, 4595, 600, 1523, 3385]"
[9263],"[2123, 993, 128, 3238, 257, 835, 1373, 8833, 1832, 1204, 1873, 831, 5480, 629, 1931, 812, 6780, 2781, 4618, 8759]"
"[5273, 2561]","[455, 1275, 1109, 2424, 4725, 1629, 6091, 5166, 6115, 3869, 2614, 461, 2754, 2247, 8310, 5294, 2200, 749, 1413, 1259]"
[3243],"[2456, 8, 719, 354, 315, 1068, 330, 2310, 118, 247, 8279, 1897, 362, 7741, 127, 4690, 4697, 152, 2194, 389]"
"[1799, 2079]","[733, 331, 219, 1276, 7433, 2463, 2667, 7600, 2733, 1348, 4200, 8400, 2838, 2091, 238, 5360, 1706, 325, 4521, 1825]"
"[9177, 9488]","[7104, 5813, 7120, 2696, 4193, 1502, 1121, 8124, 469, 6047, 1955, 6175, 5396, 1515, 3371, 3614, 7268, 1185, 286, 6219]"
[1380],"[3183, 809, 2303, 1381, 1961, 4350, 4006, 9442, 3236, 3570, 3040, 18, 3562, 5726, 5081, 19, 1348, 2810, 5647, 8]"
"[1009, 4475]","[3090, 1048, 1134, 923, 287, 7152, 2214, 956, 438, 2664, 3420, 18, 4524, 4072, 1281, 804, 8699, 2249, 19, 1833]"
"[8192, 9251]","[4351, 2766, 1913, 7303, 5251, 5641, 5192, 2020, 3618, 171, 3859, 1635, 204, 5116, 362, 5076, 1798, 823, 2536, 4375]"
[255],"[7634, 617, 22, 8312, 1779, 131, 2137, 2884, 2044, 2994, 288, 53, 4523, 1672, 3213, 2139, 693, 1, 8210, 4068]"
"[2245, 3844]","[413, 133, 5079, 3229, 1994, 170, 897, 2486, 318, 6661, 57, 2187, 7765, 4180, 563, 6345, 6397, 600, 340, 8973]"
[4064],"[4602, 708, 5938, 259, 391, 1367, 7185, 548, 188, 2974, 2784, 136, 264, 713, 939, 3944, 3259, 327, 5351, 702]"
"[1971, 53, 1133, 2072, 1276]","[8431, 107, 6513, 3260, 536, 553, 7529, 971, 7808, 5927, 8537, 1184, 5615, 7887, 7254, 9564, 6969, 8, 2964, 7435]"
[347],"[2498, 160, 152, 18, 3421, 2797, 5951, 1322, 3025, 2128, 1885, 675, 2453, 6288, 8695, 5386, 158, 81, 3683, 153]"
"[7447, 5881, 903]","[338, 5195, 2596, 3807, 599, 9195, 784, 3973, 6335, 1667, 6790, 6402, 417, 6666, 1922, 66, 4614, 3548, 5203, 6911]"
"[330, 5918]","[5919, 5450, 5188, 8802, 1955, 1250, 5325, 2272, 1296, 8104, 326, 332, 6253, 1014, 495, 3001, 7142, 5601, 2838, 844]"
"[2553, 1798]","[972, 262, 1005, 2113, 7673, 1383, 175, 450, 8683, 19, 7123, 1799, 943, 1453, 7813, 982, 6199, 1203, 2856, 67]"
[4089],"[812, 1276, 1172, 3217, 326, 1512, 314, 1733, 831, 41, 7466, 709, 320, 2771, 3246, 1913, 8735, 600, 208, 2803]"
[693],"[1513, 1913, 3001, 5755, 2025, 2376, 512, 326, 2614, 196, 1411, 450, 2386, 238, 2821, 6659, 5521, 976, 2714, 331]"
"[4786, 8647]","[6903, 240, 5395, 4386, 5851, 2664, 5156, 8357, 968, 5369, 1693, 1672, 8017, 1806, 634, 5440, 4559, 4637, 7265, 510]"
[1929],"[60, 4808, 354, 541, 2882, 1930, 3238, 2949, 2272, 830, 2456, 1395, 3316, 1675, 1927, 1542, 1733, 1968, 221, 128]"
"[6284, 7298]","[8827, 9136, 8811, 8302, 5771, 9480, 6487, 4205, 2649, 2102, 8501, 1367, 8861, 3432, 1233, 9196, 3855, 1497, 3944, 6573]"
[1109],"[3572, 66, 4854, 3993, 859, 1347, 3554, 7482, 3813, 454, 382, 461, 4305, 2671, 7893, 368, 1272, 1937, 865, 2062]"
"[549, 3541, 756, 1927, 2596]","[5094, 975, 4920, 7549, 2176, 1513, 2272, 2284, 2279, 7343, 1717, 5439, 1492, 7859, 1308, 5995, 4866, 325, 2345, 4391]"
[177],"[2679, 679, 3999, 3238, 3825, 6762, 264, 278, 854, 3670, 6373, 1681, 551, 6996, 4281, 1693, 128, 747, 1801, 178]"
[976],"[1818, 18, 4417, 617, 1819, 1897, 67, 1528, 154, 3498, 2094, 669, 389, 16, 8, 756, 172, 268, 4996, 6624]"
"[252, 6734, 1702, 1144, 1035]","[6903, 7423, 4650, 2207, 3260, 9573, 540, 6208, 2257, 7382, 7441, 1445, 1022, 6374, 2189, 7191, 9117, 8564, 5827, 4918]"
[1156],"[3713, 1832, 4224, 740, 495, 4132, 2240, 575, 2015, 1818, 2490, 2919, 2153, 3636, 922, 9393, 7049, 6812, 8893, 7050]"
[500],"[183, 9042, 6134, 2974, 2477, 3067, 8615, 757, 501, 967, 2107, 5208, 304, 2481, 132, 104, 16, 4164, 2373, 549]"
[1110],"[450, 9054, 4914, 2320, 490, 5394, 6230, 356, 2985, 1229, 3814, 1584, 8063, 1794, 2287, 7612, 7124, 329, 3544, 3409]"
"[249, 2168]","[3844, 1266, 4328, 506, 2556, 1142, 9121, 66, 2169, 2783, 733, 952, 2581, 1742, 6336, 6270, 2683, 4401, 735, 489]"
"[433, 4273]","[1276, 434, 4274, 7681, 1204, 4665, 6143, 1110, 3236, 798, 2802, 719, 188, 4252, 6327, 3794, 1111, 5293, 149, 1584]"
[8992],"[6593, 1131, 8993, 1809, 1203, 3366, 4030, 1249, 273, 1978, 1521, 184, 5538, 3344, 118, 6597, 434, 1077, 5815, 2638]"
"[4183, 9262]","[7339, 6854, 5458, 5379, 5946, 4443, 503, 1690, 9330, 1562, 2565, 9237, 2615, 2139, 291, 5566, 2328, 2547, 3047, 461]"
"[1760, 1649, 4849, 304, 2813]","[1503, 2353, 2967, 3011, 2771, 37, 5792, 1364, 2332, 450, 4334, 5830, 8580, 2102, 6576, 1168, 329, 506, 1041, 3958]"
[170],"[4579, 1452, 3791, 171, 5383, 1142, 9014, 314, 7804, 1552, 1618, 3895, 3185, 3972, 8409, 7075, 2753, 3836, 1974, 6693]"
[5524],"[2441, 382, 3433, 178, 53, 330, 5525, 1658, 973, 175, 924, 18, 171, 2123, 2764, 3887, 2168, 511, 5496, 2181]"
[606],"[9023, 607, 454, 330, 2191, 1190, 4122, 840, 118, 72, 1157, 2437, 1833, 315, 1978, 1816, 601, 3260, 4755, 3694]"
[383],"[1053, 3686, 678, 384, 4742, 8071, 5921, 197, 1513, 1265, 55, 3204, 309, 1742, 5996, 261, 770, 2394, 1203, 755]"
"[652, 269]","[470, 6128, 7708, 122, 6674, 908, 1929, 812, 4168, 2861, 2628, 7847, 6409, 2323, 13, 5585, 2011, 2621, 2665, 1304]"
"[7497, 2009]","[6390, 9648, 3057, 1604, 9413, 2846, 7656, 2123, 5166, 4207, 8279, 6190, 9573, 7534, 1720, 4576, 319, 5539, 4848, 7861]"
[629],"[2068, 568, 123, 128, 92, 257, 812, 4437, 230, 3711, 194, 2447, 129, 4636, 1990, 171, 1106, 4354, 675, 1982]"
"[7667, 164, 6868, 8694, 506]","[331, 1454, 1197, 956, 691, 2520, 1913, 2026, 160, 1827, 1977, 3085, 3725, 3927, 311, 152, 4006, 133, 625, 4697]"
"[594, 2577]","[2118, 974, 4605, 1736, 2776, 5681, 3, 7800, 2234, 6854, 8598, 4914, 5430, 283, 2588, 5954, 687, 2006, 5449, 3833]"
"[984, 3944]","[4545, 447, 6994, 3548, 3285, 4380, 1252, 7262, 1411, 5496, 8185, 1878, 2037, 160, 4751, 100, 3989, 2250, 2105, 2544]"
"[1184, 8041]","[3590, 4914, 1968, 4140, 5601, 1546, 1619, 4351, 1827, 360, 1853, 736, 2052, 1747, 2263, 839, 2079, 2323, 4852, 6439]"
[9022],"[6975, 617, 5240, 595, 8005, 454, 1302, 3866, 1966, 2853, 7215, 4545, 1096, 2596, 5191, 7935, 754, 590, 66, 18]"
"[6726, 816]","[2020, 5643, 6264, 5974, 1960, 2218, 4254, 2286, 5928, 213, 8524, 340, 19, 2544, 4350, 2906, 206, 742, 2462, 2672]"
[6270],"[2091, 501, 3238, 3421, 362, 389, 1868, 756, 5716, 4172, 2001, 128, 330, 354, 172, 412, 4797, 3844, 5550, 733]"
[128],"[129, 752, 1025, 1251, 2067, 2068, 2852, 92, 2512, 123, 5499, 1276, 5978, 753, 122, 2491, 541, 4636, 7517, 7596]"
"[566, 1098, 2805]","[2852, 793, 1077, 7800, 461, 5375, 2806, 4243, 2214, 430, 6648, 1793, 364, 1503, 3090, 2284, 3844, 3174, 1044, 9500]"
[288],"[7493, 194, 2182, 3213, 1702, 2018, 840, 982, 3208, 8865, 6261, 205, 450, 260, 238, 652, 9467, 466, 1548, 548]"
[1929],"[60, 4808, 354, 541, 2882, 1930, 3238, 2949, 2272, 830, 2456, 1395, 3316, 1675, 1927, 1542, 1733, 1968, 221, 128]"
[8],"[330, 1535, 331, 4995, 152, 3866, 325, 1928, 4802, 18, 1767, 2334, 906, 9, 707, 4697, 8265, 956, 28, 959]"
[3999],"[128, 6659, 127, 7714, 4396, 36, 1110, 675, 658, 6479, 320, 812, 53, 625, 2395, 2018, 749, 171, 1134, 1982]"
[264],"[1184, 319, 506, 3581, 41, 1379, 3677, 1603, 1268, 4674, 2803, 1604, 1082, 450, 7989, 812, 194, 8259, 658, 652]"
[1131],"[15, 6603, 9536, 1099, 729, 2153, 4049, 1076, 7703, 4006, 1342, 4274, 388, 4211, 1692, 194, 8741, 506, 2520, 261]"
[735],"[753, 3249, 7261, 602, 6981, 354, 5810, 736, 4851, 324, 704, 895, 3246, 53, 220, 4317, 6128, 28, 325, 1371]"
[177],"[2679, 679, 3999, 3238, 3825, 6762, 264, 278, 854, 3670, 6373, 1681, 551, 6996, 4281, 1693, 128, 747, 1801, 178]"
"[488, 1653, 6409, 6410]","[954, 5704, 7423, 5788, 8909, 70, 749, 6662, 3409, 425, 331, 2660, 1068, 4140, 3997, 558, 1875, 905, 1635, 197]"
"[227, 222]","[1373, 340, 1640, 1186, 2631, 925, 4081, 3249, 3238, 2148, 263, 1382, 3367, 3714, 924, 5562, 223, 958, 4032, 1602]"
[3700],"[8202, 9694, 3844, 101, 3625, 3926, 3622, 454, 1517, 2106, 2633, 2453, 1520, 2141, 1347, 1534, 1360, 315, 1791, 34]"
[3009],"[3010, 55, 2887, 906, 812, 1702, 764, 719, 331, 205, 620, 329, 223, 1558, 6509, 1183, 3148, 602, 195, 171]"
[2184],"[564, 6121, 5826, 100, 2185, 855, 3842, 2168, 2917, 304, 33, 2377, 4837, 545, 866, 120, 6721, 1951, 6660, 6806]"
"[1072, 873]","[1535, 4898, 1675, 455, 3090, 36, 1931, 1253, 281, 19, 6603, 265, 41, 23, 2248, 1470, 2076, 3236, 1129, 308]"
[2437],"[41, 8741, 1190, 15, 4018, 6816, 1224, 102, 4008, 7436, 972, 982, 756, 18, 456, 330, 594, 6576, 4661, 812]"
[95],"[7664, 3294, 1604, 358, 5736, 5094, 6581, 8, 324, 624, 2662, 2310, 2394, 2957, 8116, 6459, 3186, 2854, 4547, 1991]"
"[7532, 3562]","[1853, 8047, 5278, 9181, 6253, 6920, 3477, 4616, 556, 7176, 4186, 709, 6944, 9246, 9223, 1158, 1929, 5925, 1627, 6924]"
[800],"[325, 330, 2072, 1070, 4603, 3575, 7961, 6189, 2097, 1541, 704, 2053, 4955, 281, 118, 3, 122, 2597, 5109, 339]"
"[6, 7365]","[1792, 2218, 2072, 7268, 195, 2540, 8073, 3306, 7964, 4808, 3806, 4977, 2683, 3009, 831, 1512, 5761, 6839, 331, 3467]"
"[569, 8980]","[197, 1273, 9296, 15, 1263, 2561, 8622, 3729, 8572, 1534, 4838, 820, 922, 8987, 1085, 1022, 2487, 226, 1463, 4166]"
[3546],"[8352, 3393, 55, 3547, 2210, 464, 2795, 53, 1184, 3567, 2913, 2214, 2188, 2981, 278, 1252, 5103, 3107, 9393, 1258]"
[897],"[882, 4091, 3786, 3499, 2089, 4206, 1747, 3324, 331, 8142, 2800, 1197, 3935, 1628, 3096, 3243, 1827, 4645, 3238, 2629]"
[1767],"[172, 1339, 1819, 712, 1184, 3311, 2045, 756, 18, 389, 1206, 8, 978, 1462, 4811, 527, 831, 2766, 2075, 1625]"
[235],"[2913, 1453, 3357, 3488, 652, 2229, 4048, 3635, 398, 629, 104, 295, 1655, 303, 918, 548, 53, 508, 1609, 5480]"
"[6291, 139]","[4118, 739, 2156, 1843, 4072, 2089, 9225, 7507, 6959, 3589, 7203, 8518, 7012, 755, 3848, 8549, 8801, 1021, 6025, 3184]"
"[136, 988]","[1386, 3969, 9084, 194, 4437, 6492, 5696, 433, 320, 2491, 1133, 8717, 2072, 1676, 515, 1932, 2851, 2365, 205, 3859]"
"[6724, 2702]","[149, 8848, 25, 1261, 6325, 2459, 2235, 1724, 2089, 6987, 1340, 6327, 4158, 2474, 8994, 4561, 6276, 265, 3438, 6101]"
[17],"[6, 970, 1555, 245, 33, 2013, 7, 104, 1010, 464, 304, 2805, 8274, 470, 4475, 53, 3242, 208, 452, 1142]"
"[1131, 3208, 1913]","[3257, 152, 5644, 518, 955, 8388, 3569, 175, 2664, 3907, 4107, 2037, 4959, 5982, 4801, 8121, 5950, 2027, 3236, 1535]"
[469],"[2217, 6461, 19, 1505, 470, 8143, 3074, 2187, 4571, 36, 2683, 3409, 2209, 6045, 5426, 854, 4848, 1021, 3321, 3385]"
[2590],"[2256, 922, 7173, 19, 1677, 425, 2649, 326, 6793, 2593, 2514, 8476, 3026, 1348, 1021, 2176, 2896, 3713, 882, 1771]"
[2001],"[6226, 882, 5312, 197, 4426, 7156, 2176, 577, 4657, 247, 354, 6598, 3420, 3347, 60, 3217, 2002, 205, 152, 381]"
"[3768, 5179]","[5180, 3260, 7668, 3769, 3501, 3923, 4918, 113, 6322, 3761, 140, 5066, 8482, 2606, 7058, 9467, 339, 9243, 6259, 7909]"
[3001],"[3002, 2062, 95, 1940, 1733, 2893, 1553, 736, 269, 3819, 8826, 506, 2810, 2856, 7104, 3978, 5506, 53, 9080, 2938]"
"[316, 2479, 414, 1390, 2328]","[4638, 2313, 1667, 3965, 53, 450, 2247, 22, 19, 7675, 6126, 2615, 3341, 3663, 6337, 4676, 44, 31, 1104, 6091]"
"[1382, 364]","[328, 7434, 8751, 3442, 9418, 28, 1990, 65, 6903, 7609, 734, 3768, 4579, 5399, 678, 4963, 1277, 290, 118, 2660]"
[4361],"[1313, 734, 602, 6217, 2886, 1121, 269, 4035, 5869, 882, 1243, 7852, 1832, 2672, 624, 210, 518, 540, 1161, 2815]"
[60],"[205, 678, 4959, 1647, 2112, 4742, 2586, 1977, 1648, 3768, 1930, 7353, 3833, 1674, 3260, 5655, 1827, 61, 760, 4434]"
"[9437, 2037]","[7403, 723, 184, 804, 4603, 5572, 362, 8274, 330, 2667, 7263, 7419, 625, 5658, 1296, 354, 2938, 441, 1990, 9438]"
